abe: waniigan	rel:etymological_origin_of	eng: wangan
ang: ''[[parlour]], [[parlur]]''	rel:etymological_origin_of	eng: parlor
ang: ancor	rel:etymology	lat: ancora
ang: clea	rel:etymological_origin_of	eng: cley
ang: cnoppa	rel:etymological_origin_of	eng: knop
ang: cot-tun	rel:etymological_origin_of	eng: Cotton
ang: dropian	rel:etymological_origin_of	eng: drop
ang: dynnan	rel:etymological_origin_of	eng: din
ang: forþ	rel:etymological_origin_of	eng: forth
ang: gielp	rel:etymological_origin_of	eng: yelp
ang: gimm	rel:etymology	lat: gemma
ang: mona	rel:etymological_origin_of	eng: Moon
ang: port	rel:etymology	lat: portus
ang: ripe	rel:etymological_origin_of	eng: ripe
ang: scufan	rel:etymological_origin_of	eng: shove
ang: sihþ	rel:etymological_origin_of	eng: sight
ang: slæwþ	rel:etymological_origin_of	eng: sleuth
ang: stigel	rel:etymological_origin_of	eng: stile
ang: westweard	rel:etymological_origin_of	eng: westward
ang: wittig	rel:etymological_origin_of	eng: witty
ang: ælepute	rel:etymological_origin_of	eng: eelpout
ang: ælmesse	rel:etymology	lat: eleemosyna
ara: الصحابة	rel:etymological_origin_of	eng: Sahaba
ara: انتفاضة	rel:etymological_origin_of	eng: intifada
ara: رئيس	rel:etymological_origin_of	eng: reis
ara: رزمة	rel:etymological_origin_of	ita: risma
ara: زاملة	rel:etymological_origin_of	spa: acémila
ara: زرافة	rel:etymological_origin_of	ita: giraffa
ara: سفط	rel:etymological_origin_of	spa: azafate
ara: ضمة‎‎	rel:etymological_origin_of	eng: damma
ara: عباءة	rel:etymological_origin_of	eng: aba
ara: عيد	rel:etymological_origin_of	eng: Eid
ara: هاتف	rel:etymological_origin_of	eng: hatif
arn: koypu	rel:etymological_origin_of	spa: coipo
ase: O@Side-PalmForward K@Side-PalmForward	rel:etymology	eng: OK
ast: edificiu	rel:etymology	lat: aedificium
ast: fumu	rel:etymology	lat: fumus
ast: osu	rel:etymology	lat: ursus
ast: parir	rel:etymology	lat: parere
ast: sílaba	rel:etymology	lat: syllaba
ast: trece	rel:etymology	lat: tredecim
ave: 𐬀𐬨𐬆𐬱𐬀 𐬯𐬞𐬆𐬥𐬙𐬀	rel:etymological_origin_of	eng: Amesha Spenta
aze: فاکولته	rel:etymology	fra: faculté
ben: মনিটর	rel:etymology	eng: monitor
bre: keuz	rel:etymology	lat: caseus
cat: -ar	rel:etymological_origin_of	cat: atrofiar
cat: -ejar	rel:etymological_origin_of	cat: planejar
cat: -ic	rel:etymological_origin_of	cat: ginecològic
cat: -isme	rel:etymological_origin_of	cat: heroisme
cat: -ista	rel:etymological_origin_of	cat: taxista
cat: -itzar	rel:etymological_origin_of	cat: estabilitzar
cat: -itzar	rel:etymological_origin_of	cat: industrialitzar
cat: -itzar	rel:etymological_origin_of	cat: llatinitzar
cat: -itzar	rel:etymological_origin_of	cat: motoritzar
cat: -ment	rel:etymological_origin_of	cat: caòticament
cat: -ment	rel:etymological_origin_of	cat: eròticament
cat: -ment	rel:etymological_origin_of	cat: escandalosament
cat: -ment	rel:etymological_origin_of	cat: estrictament
cat: -ment	rel:etymological_origin_of	cat: febrilment
cat: -ment	rel:etymological_origin_of	cat: inexplicablement
cat: -ment	rel:etymological_origin_of	cat: perfectament
cat: -ment	rel:etymological_origin_of	cat: vanament
cat: -ment	rel:etymological_origin_of	cat: voluntàriament
cat: -ós	rel:etymological_origin_of	cat: blanquinós
cat: Atles	rel:etymology	lat: Atlas
cat: Corea del Nord	rel:etymologically_related	cat: nord-coreà
cat: Girona	rel:etymological_origin_of	eng: Girona
cat: Islàndia	rel:etymologically_related	cat: islandès
cat: Pasqua	rel:etymologically_related	cat: pasqua
cat: Pentecosta	rel:etymology	lat: pentecoste
cat: Samoa	rel:has_derived_form	cat: Samoa Occidental
cat: Vicent	rel:etymologically_related	cat: Vicenç
cat: Xàtiva	rel:has_derived_form	cat: xativí
cat: a	rel:has_derived_form	cat: cap a
cat: a peu eixut	rel:etymologically_related	cat: eixut
cat: a-	rel:etymological_origin_of	cat: asimptomàtic
cat: abella	rel:has_derived_form	cat: abelles
cat: abril	rel:etymological_origin_of	cat: abrilenc
cat: abrilenc	rel:etymology	cat: abril
cat: addicional	rel:etymology	cat: addició
cat: afectuós	rel:etymological_origin_of	cat: afectuosament
cat: afirmació	rel:etymology	cat: -ció
cat: agafar-se	rel:etymologically_related	cat: agafar
cat: alcohòlic	rel:etymologically_related	cat: alcohol
cat: alfabèticament	rel:etymology	cat: -ment
cat: alquímic	rel:has_derived_form	cat: alquímics
cat: altímetre	rel:etymologically_related	cat: altimètric
cat: amenaça	rel:has_derived_form	cat: amenaces
cat: amiga	rel:etymology	lat: amica
cat: anarquia	rel:has_derived_form	cat: anàrquicament
cat: anatòmic	rel:has_derived_form	cat: anatòmica
cat: anell de prometatge	rel:etymologically_related	cat: anell
cat: anglés	rel:has_derived_form	cat: anglés mitjà
cat: antipartícula	rel:has_derived_form	cat: antipartícules
cat: aplicació	rel:etymology	cat: aplicar
cat: apògraf	rel:has_derived_form	cat: apògrafs
cat: arrencar	rel:has_derived_form	cat: rearrencar
cat: artèria	rel:etymological_origin_of	cat: arterial
cat: arxivologia	rel:etymologically_related	cat: arxiu
cat: assassí	rel:etymologically_related	cat: assassinar
cat: assegurança	rel:etymologically_related	cat: assegurat
cat: atenció	rel:etymology	lat: attentio
cat: ateu	rel:has_derived_form	cat: atea
cat: atòmic	rel:etymologically_related	cat: atomitzador
cat: avèstic	rel:etymologically_related	cat: Avesta
cat: axil·la	rel:etymology	lat: axilla
cat: balear	rel:etymologically_related	cat: illes Balears
cat: banquer	rel:etymologically_related	cat: bancari
cat: banús	rel:has_derived_form	cat: banussos
cat: batuta	rel:etymology	ita: battuta
cat: bell	rel:etymological_origin_of	cat: bellament
cat: bellesa	rel:etymology	cat: -esa
cat: bessó	rel:has_derived_form	cat: bessones
cat: bilingüe	rel:etymologically_related	cat: unilingüe
cat: ble	rel:has_derived_form	cat: blens
cat: bomba	rel:has_derived_form	cat: bombardeig
cat: bruixa	rel:has_derived_form	cat: bruixes
cat: bullidera	rel:etymologically_related	cat: bullir
cat: bullir	rel:etymologically_related	cat: bullangós
cat: butlla	rel:etymology	lat: bulla
cat: bèstia negra	rel:has_derived_form	cat: bèsties negres
cat: cabra	rel:has_derived_form	cat: crazy
cat: cadena	rel:etymology	lat: catena
cat: calor	rel:etymologically_related	cat: càlid
cat: calça	rel:etymology	lat: calcea
cat: caminar	rel:etymologically_related	cat: caminal
cat: canadenc	rel:etymology	cat: Canadà
cat: cancel·lació	rel:etymologically_related	cat: cancel·lar
cat: canviar	rel:etymologically_related	cat: canviament
cat: caput	rel:etymology	deu: kaputt
cat: cardiologia	rel:etymology	cat: -logia
cat: caricaturesc	rel:etymology	cat: -esc
cat: carp	rel:etymologically_related	cat: metacarp
cat: castigar	rel:etymologically_related	cat: càstig
cat: catapultar	rel:etymology	cat: catapulta
cat: ceilòmetre	rel:has_derived_form	cat: ceilòmetres
cat: central	rel:has_derived_form	cat: central elèctrica
cat: centralitzar	rel:etymology	cat: central
cat: científic	rel:has_derived_form	cat: científicament
cat: classificar	rel:etymological_origin_of	cat: classificació
cat: cognom	rel:has_derived_form	cat: cognoms
cat: coherentment	rel:etymology	cat: -ment
cat: coix	rel:has_derived_form	cat: coixa
cat: col·lectiu	rel:etymological_origin_of	cat: col·lectivament
cat: colònia	rel:has_derived_form	cat: colònies
cat: comarca	rel:has_derived_form	cat: comarques
cat: competició	rel:etymologically_related	cat: competir
cat: compilar	rel:has_derived_form	cat: descompilar
cat: completa	rel:etymological_origin_of	cat: completament
cat: congelar	rel:etymological_origin_of	cat: congelable
cat: conjugació	rel:etymologically_related	cat: conjugar
cat: consolidació	rel:etymologically_related	cat: consolidar
cat: contenir	rel:etymology	lat: continere
cat: controlar	rel:has_derived_form	cat: controlador
cat: corda	rel:etymology	lat: chorda
cat: coreogràfic	rel:etymology	cat: -ic
cat: coreogràfic	rel:has_derived_form	cat: coreogràfiques
cat: corn	rel:has_derived_form	cat: corn anglès
cat: cortesament	rel:etymology	cat: -ment
cat: cos	rel:etymological_origin_of	cat: anticòs
cat: costella	rel:etymologically_related	cat: costa
cat: cove	rel:etymology	lat: cophinus
cat: cranial	rel:has_derived_form	cat: cranials
cat: crescuda	rel:etymologically_related	cat: créixer
cat: creure	rel:etymologically_related	cat: credulitat
cat: criatura	rel:has_derived_form	cat: criatures
cat: cristià	rel:has_derived_form	cat: cristianes
cat: criticador	rel:etymologically_related	cat: criticar
cat: cronòleg	rel:has_derived_form	cat: cronòlegs
cat: cronòmetre	rel:etymologically_related	cat: cronomètric
cat: cruixidor	rel:etymologically_related	cat: cruixir
cat: cuc de terra	rel:has_derived_form	cat: cucs de terra
cat: cuitor	rel:etymologically_related	cat: coure
cat: cònic	rel:etymologically_related	cat: con
cat: còrnic	rel:has_derived_form	cat: còrnica
cat: cúbit	rel:has_derived_form	cat: cúbits
cat: darrere	rel:has_derived_form	cat: darreres
cat: decepció	rel:etymologically_related	cat: decebre
cat: deessa	rel:has_derived_form	cat: deesses
cat: definitivament	rel:etymology	cat: definitiva
cat: defunció	rel:has_derived_form	cat: defuncions
cat: delegat	rel:has_derived_form	cat: delegats
cat: delicadament	rel:etymology	cat: -ment
cat: denunciació	rel:etymologically_related	cat: denunciar
cat: descansar	rel:etymology	cat: cansar
cat: deute	rel:etymologically_related	cat: deure
cat: dibuixador	rel:etymologically_related	cat: dibuixar
cat: dida seca	rel:etymologically_related	cat: sec
cat: didàctic	rel:has_derived_form	cat: didàcticament
cat: difícil	rel:etymologically_related	cat: dificultar
cat: dinamòmetre	rel:etymological_origin_of	cat: electrodinamòmetre
cat: disputa	rel:etymologically_related	cat: disputar
cat: dita	rel:has_derived_form	cat: dites
cat: divers	rel:etymologically_related	cat: diversificar
cat: donar	rel:etymologically_related	cat: donada
cat: dormició	rel:etymologically_related	cat: dormir
cat: dos	rel:has_derived_form	cat: vuitanta-dos
cat: dosar	rel:etymologically_related	cat: dosi
cat: duc	rel:etymologically_related	cat: duquessa
cat: dur	rel:etymologically_related	cat: pell dura
cat: electrònic	rel:has_derived_form	cat: electrònics
cat: empresonament	rel:has_derived_form	cat: empresonaments
cat: enciclopèdic	rel:etymologically_related	cat: enciclopèdia
cat: enciclopèdic	rel:has_derived_form	cat: enciclopèdica
cat: enllaçar	rel:etymologically_related	cat: llaç
cat: enorme	rel:etymology	lat: enormis
cat: entusiasmadís	rel:etymologically_related	cat: entusiasme
cat: entusiasme	rel:etymologically_related	cat: entusiasmador
cat: entusiasta	rel:etymologically_related	cat: entusiasmar
cat: entusiàstic	rel:etymologically_related	cat: entusiasta
cat: ençà	rel:has_derived_form	cat: d'ençà de
cat: erroni	rel:has_derived_form	cat: errònia
cat: escorça	rel:etymologically_related	cat: escorça cerebral
cat: escàndol	rel:etymologically_related	cat: escandalós
cat: esdrúixol	rel:etymology	ita: sdrùcciolo
cat: església	rel:etymology	lat: ecclesia
cat: eslau	rel:has_derived_form	cat: eslava
cat: espanyolisme	rel:etymologically_related	cat: espanyol
cat: estrella	rel:etymologically_related	cat: estel
cat: eurasiàtic	rel:etymologically_related	cat: Euràsia
cat: excel·lentment	rel:etymology	cat: excel·lent
cat: excepcionalment	rel:etymology	cat: -ment
cat: exorcista	rel:etymologically_related	cat: exorcitzar
cat: experimentador	rel:etymologically_related	cat: experimental
cat: experimentalista	rel:etymologically_related	cat: experimentalment
cat: explorar	rel:etymologically_related	cat: exploració
cat: falsejar	rel:etymology	cat: fals
